Report Date,PFI,Facility Name,Hospital County,Hospital Region,NY Forward Region,Hospital Network,Total Employees,Partially Vaccinated,Fully Vaccinated,Staff Booster,Total Staff Furloughed,Direct Care Staff Furloughed,Direct Care Employees
03/22/2022,001454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3081,40,2790,1498,2,1,2385
03/22/2022,001458,New York-Presbyterian Hospital - New York Weill Cornell Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,14957,23,14754,9691,122,75,9331
03/22/2022,001309,Interfaith Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,1848,37,1805,862,3,0,1301
03/22/2022,001437,New York-Presbyterian/Lower Manhattan Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1347,3,1317,838,7,7,1012
03/22/2022,001153,Wyoming County Community Hospital,Wyoming,Western Regional Office,Finger Lakes,Independent,651,6,645,311,13,10,369
03/22/2022,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3092,0,3092,1641,6,2,2350
03/22/2022,001178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,New York City,Independent,4562,2,4545,3557,2,1,2719
03/22/2022,001072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1044,0,1029,808,1,0,672
03/22/2022,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,0,0,29
03/22/2022,000739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,697,1,696,401,0,0,489
03/22/2022,000746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,3208,13,3169,2580,2,2,2613
03/22/2022,000671,Geneva General Hospital,Ontario,Western Regional Office,Finger Lakes,Finger Lakes Health,700,0,700,637,0,0,423
03/22/2022,000511,NYU Winthrop Hospital,Nassau,Metropolitan Area Regional Office,Long Island,NYU Langone Health,8440,3,8424,6931,9,7,5550
03/22/2022,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2017,8,1974,1263,21,14,1429
03/22/2022,000330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Mohawk Valley,Independent,1073,10,1043,492,1,1,615
03/22/2022,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,731,9,721,502,0,0,510
03/22/2022,000340,United Memorial Medical Center Bank Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,85,0,85,60,0,0,69
03/22/2022,000267,Kenmore Mercy Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",1245,1,1232,654,2,2,985
03/22/2022,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,806,2,799,668,0,0,475
03/22/2022,000324,Adirondack Medical Center-Saranac Lake Site,Franklin,Capital District Regional Office,North Country,Independent,950,0,948,912,2,2,659
03/22/2022,000098,"Brooks-TLC Hospital System, Inc.",Chautauqua,Western Regional Office,Western New York,Independent,551,0,546,477,0,0,393
03/22/2022,000895,John T Mather Memorial Hospital of Port Jefferson New York Inc,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2011,3,1981,1462,0,0,1127
03/22/2022,000043,Our Lady of Lourdes Memorial Hospital Inc,Broome,Central New York Regional Office,Southern Tier,Ascension Health,4057,10,4031,2263,10,8,2447
03/22/2022,009691,South Nassau Communities Hospital Off-Campus Emergency Department,Nassau,Metropolitan Area Regional Office,Long Island,Mount Sinai Health System,21,0,21,13,0,0,21
03/22/2022,001638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,1414,1,1394,930,4,2,912
03/22/2022,001630,Long Island Jewish Medical Center,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,8170,19,8040,5913,13,10,5662
03/22/2022,001318,Wyckoff Heights Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,2192,20,2172,830,2,0,807
03/22/2022,003975,New York-Presbyterian Hospital - Allen Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1163,1,1146,680,6,4,850
03/22/2022,001469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3034,0,3027,2188,3,3,2201
03/22/2022,001723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",86,0,86,55,0,0,59
03/22/2022,001447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,New York City,Independent,5226,0,5203,4632,19,15,4185
03/22/2022,001456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,27653,7,27495,21867,19,18,18311
03/22/2022,001464,New York-Presbyterian Hospital - Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,13620,6,13526,7798,91,76,10442
03/22/2022,001293,"New York Community Hospital of Brooklyn, Inc",Kings,Metropolitan Area Regional Office,New York City,Independent,736,5,707,144,0,0,450
03/22/2022,001294,Coney Island Hospital,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3396,28,3300,900,0,0,2559
03/22/2022,001158,Soldiers and Sailors Memorial Hospital of Yates County Inc,Yates,Western Regional Office,Finger Lakes,Finger Lakes Health,193,0,193,164,0,0,153
03/22/2022,001185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,988,0,986,788,1,1,583
03/22/2022,001286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,3812,37,3698,2068,78,0,1828
03/22/2022,001129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1458,0,1435,1146,0,0,844
03/22/2022,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6342,4,6324,4580,13,9,3809
03/22/2022,000943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1472,1,1437,743,1,0,948
03/22/2022,000699,Orange Regional Medical Center,Orange,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,3413,0,3412,2729,9,8,2730
03/22/2022,000635,University Hospital SUNY Health Science Center,Onondaga,Central New York Regional Office,Central New York,Independent,7804,5,7739,6670,62,28,6923
03/15/2022,001305,Maimonides Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,6403,22,6352,4560,4,1,4269
03/15/2022,001306,NewYork-Presbyterian Brooklyn Methodist Hospital,Kings,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,4848,19,4797,2758,215,145,3566
03/15/2022,001324,Mount Sinai Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1051,1,1023,704,0,0,891
03/15/2022,001153,Wyoming County Community Hospital,Wyoming,Western Regional Office,Finger Lakes,Independent,651,6,645,311,13,10,369
03/15/2022,000775,Helen Hayes Hospital,Rockland,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,784,1,777,634,0,0,510
03/15/2022,000971,Catskill Regional Medical Center,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,570,0,570,434,0,0,456
03/15/2022,000704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,382,0,380,202,0,0,207
03/15/2022,000583,Mount St Marys Hospital and Health Center,Niagara,Western Regional Office,Western New York,"Catholic Health, Buffalo",875,1,864,475,0,0,595
03/15/2022,000518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1151,4,1135,762,5,4,662
03/15/2022,000330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Mohawk Valley,Independent,1113,11,1082,500,4,1,637
03/15/2022,000170,Margaretville Hospital,Delaware,Capital District Regional Office,Southern Tier,Westchester Medical Center Health Network,103,0,103,40,0,0,67
03/15/2022,000938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,1152,3,1128,889,10,5,660
03/15/2022,000885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Independent,2235,1,2206,1746,0,0,1637
03/15/2022,000913,Huntington Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,1690,4,1679,1201,11,9,1198
03/15/2022,000818,Saratoga Hospital,Saratoga,Capital District Regional Office,Capital Region,Albany Medical Center,3083,1,3075,2423,4,3,1900
03/15/2022,001738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,New York City,Independent,2608,2,2574,1931,0,0,1604
03/15/2022,009691,South Nassau Communities Hospital Off-Campus Emergency Department,Nassau,Metropolitan Area Regional Office,Long Island,Mount Sinai Health System,21,0,21,13,0,0,21
03/15/2022,009700,Lenox Health Greenwich Village,New York,Metropolitan Area Regional Office,New York City,Northwell Health,182,0,179,136,0,0,82
03/15/2022,010216,Cobleskill Regional Hospital,Schoharie,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,235,0,235,189,0,0,131
03/15/2022,001635,St Johns Episcopal Hospital So Shore,Queens,Metropolitan Area Regional Office,New York City,Independent,1644,3,1638,1282,10,5,824
03/15/2022,001637,NewYork-Presbyterian/Queens,Queens,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,4979,30,4897,2728,45,31,3588
03/15/2022,001737,Staten Island University Hosp-South,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,944,3,919,540,11,8,651
03/15/2022,001454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3106,45,2810,1509,1,1,2411
03/15/2022,001464,New York-Presbyterian Hospital - Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,13630,7,13532,7766,101,84,10457
03/15/2022,001318,Wyckoff Heights Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,2192,20,2172,830,2,2,807
03/15/2022,001438,Bellevue Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,9581,33,9451,2362,13,7,7851
03/15/2022,001117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1477,0,1466,1232,1,0,865
03/15/2022,001129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1446,0,1432,1142,0,0,832
03/15/2022,001028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Finger Lakes,Rochester Regional Health System,754,3,748,585,0,0,626
03/15/2022,000727,Oswego Hospital,Oswego,Central New York Regional Office,Central New York,Independent,942,0,936,765,5,2,546
03/15/2022,000739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,697,1,696,401,0,0,489
03/15/2022,000574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Western New York,Independent,1100,0,1098,873,1,1,700
03/15/2022,000598,St Elizabeth Medical Center,Oneida,Central New York Regional Office,Mohawk Valley,Mohawk Valley Health System,1424,61,1332,610,1,0,916
03/15/2022,000671,Geneva General Hospital,Ontario,Western Regional Office,Finger Lakes,Finger Lakes Health,701,0,701,630,0,0,433
03/15/2022,000527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Long Island,Mount Sinai Health System,4778,17,4758,2400,1,0,3872
03/15/2022,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,3639,6,3595,2589,0,0,2955
03/15/2022,000552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1039,2,1032,808,5,5,597
03/15/2022,000379,Carthage Area Hospital Inc,Jefferson,Central New York Regional Office,North Country,Independent,518,1,514,499,1,0,401
03/15/2022,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2010,10,1963,1269,14,10,1426
03/15/2022,000383,Lewis County General Hospital,Lewis,Central New York Regional Office,North Country,Independent,496,0,494,324,0,0,324
03/15/2022,000397,Oneida Health Hospital,Madison,Central New York Regional Office,Central New York,Independent,515,5,506,421,0,0,393
03/15/2022,000401,Community Memorial Hospital Inc,Madison,Central New York Regional Office,Central New York,Crouse Health,483,0,454,370,6,6,418
03/15/2022,000325,The University of Vermont Health Network - Alice Hyde Medical Center,Franklin,Capital District Regional Office,North Country,University of Vermont Health Network,1200,4,1188,688,0,0,475
03/15/2022,000158,Guthrie Cortland Medical Center,Cortland,Central New York Regional Office,Central New York,The Guthrie Clinic,607,1,603,495,3,1,402
03/15/2022,000896,St. Charles Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,2571,1,2534,1755,0,0,2104
03/15/2022,000924,Southside Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2496,11,2436,1546,4,2,1635
03/15/2022,000005,St Peters Hospital,Albany,Capital District Regional Office,Capital Region,St. Peters Health Partners,4225,0,4208,2375,0,0,3493
03/15/2022,000866,Corning Hospital,Steuben,Western Regional Office,Southern Tier,The Guthrie Clinic,670,4,663,519,5,3,426
03/15/2022,000870,St. James Hospital,Steuben,Western Regional Office,Southern Tier,University of Rochester Medical Center,356,7,349,114,0,0,356
03/15/2022,000873,Ira Davenport Memorial Hospital,Steuben,Western Regional Office,Southern Tier,Arnot Health,89,2,86,68,0,0,73
03/15/2022,000815,Canton-Potsdam Hospital,St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,1240,4,1233,1042,0,0,894
03/15/2022,001638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,1409,1,1389,924,4,2,909
03/15/2022,001639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1521,0,1509,1032,0,0,1173
03/15/2022,001463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,New York City,NYU Langone Health,15734,6,15671,13622,4,2,11543
03/15/2022,001450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,New York City,Northwell Health,3966,6,3914,2843,12,9,2556
03/15/2022,001628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,1817,3,1808,1463,1,1,1053
03/15/2022,001293,"New York Community Hospital of Brooklyn, Inc",Kings,Metropolitan Area Regional Office,New York City,Independent,736,5,707,144,0,0,450
03/15/2022,001158,Soldiers and Sailors Memorial Hospital of Yates County Inc,Yates,Western Regional Office,Finger Lakes,Finger Lakes Health,193,0,193,164,0,0,145
03/15/2022,001165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,6473,68,6122,2084,1,1,5352
03/15/2022,001168,Montefiore Medical Center-Wakefield Hospital,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,2970,1,2961,2364,2,1,1753
03/15/2022,001045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,4759,0,4757,3380,4,2,3014
03/15/2022,000676,Clifton Springs Hospital and Clinic,Ontario,Western Regional Office,Finger Lakes,Rochester Regional Health System,625,10,611,160,0,0,505
03/15/2022,000565,Eastern Niagara Hospital - Lockport Division,Niagara,Western Regional Office,Western New York,Independent,340,0,340,277,0,0,145
03/15/2022,000599,Faxton-St Lukes Healthcare St Lukes Division,Oneida,Central New York Regional Office,Mohawk Valley,Mohawk Valley Health System,2052,73,1947,1308,1,0,1340
03/15/2022,003975,New York-Presbyterian Hospital - Allen Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1169,0,1151,679,9,7,852
03/15/2022,001466,Mount Sinai West,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3338,1,3327,2406,0,0,2450
03/15/2022,001445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3222,26,3128,1451,3,2,2468
03/15/2022,001304,NYU Langone Hospital-Brooklyn,Kings,Metropolitan Area Regional Office,New York City,NYU Langone Health,3777,3,3760,2913,1,1,2737
03/15/2022,001320,University Hospital of Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Independent,2792,0,2762,1832,1,0,2024
03/15/2022,001437,New York-Presbyterian/Lower Manhattan Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1349,3,1319,838,7,7,1015
03/15/2022,001169,Montefiore Medical Center - Henry and Lucy Moses Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,9901,5,9870,7880,5,3,5845
03/15/2022,001185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,990,0,987,788,1,0,584
03/15/2022,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,0,0,29
03/15/2022,001002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Independent,329,1,328,121,0,0,211
03/15/2022,001039,NewYork-Presbyterian/Hudson Valley Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,1452,3,1432,964,4,3,991
03/15/2022,000699,Orange Regional Medical Center,Orange,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,3413,0,3412,2729,8,8,2730
03/15/2022,000746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,3208,18,3171,2580,2,2,2613
03/15/2022,000630,St. Joseph's Hospital Health Center,Onondaga,Central New York Regional Office,Central New York,Trinity,3828,0,3826,2516,0,35,2860
03/15/2022,000635,University Hospital SUNY Health Science Center,Onondaga,Central New York Regional Office,Central New York,Independent,7784,6,7716,6651,35,16,6892
03/15/2022,000678,F.F. Thompson Hospital,Ontario,Western Regional Office,Finger Lakes,University of Rochester Medical Center,1521,1,1516,1128,6,6,1521
03/15/2022,000563,St Francis Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,3171,1,3118,2339,2,2,2703
03/15/2022,000589,"Rome Memorial Hospital, Inc",Oneida,Central New York Regional Office,Mohawk Valley,St. Josephs Hospital Syracuse NY,999,11,976,799,6,0,567
03/15/2022,000411,Rochester General Hospital,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,8827,51,8763,6588,0,0,5522
03/15/2022,000180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1398,1,1390,963,1,1,979
03/15/2022,000218,Sisters of Charity Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2018,10,1986,963,1,1,1638
03/15/2022,000116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Southern Tier,Arnot Health,2241,16,2222,1465,3,2,1753
03/15/2022,000042,United Health Services Hospitals Inc. - Binghamton General Hospital,Broome,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",1730,7,1722,1033,2,1,935
03/15/2022,000103,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Western New York,UPMC,864,32,781,611,0,0,558
03/15/2022,000001,Albany Medical Center Hospital,Albany,Capital District Regional Office,Capital Region,Albany Medical Center,11250,37,11152,9297,9,5,5040
03/15/2022,000037,Cuba Memorial Hospital Inc,Allegany,Western Regional Office,Western New York,Independent,50,0,48,45,0,0,50
03/15/2022,000829,Ellis Hospital,Schenectady,Capital District Regional Office,Capital Region,Independent,2453,4,2427,1660,11,8,1603
03/15/2022,001740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,4518,18,4417,2821,67,47,2803
03/15/2022,003058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,5940,3,5922,4728,3,2,3507
03/15/2022,000779,Good Samaritan Hospital of Suffern,Rockland,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,2176,0,2172,888,0,0,1182
03/15/2022,001453,Memorial Hospital for Cancer and Allied Diseases,New York,Metropolitan Area Regional Office,New York City,Independent,21729,13,21624,19580,50,25,8659
03/15/2022,001439,Mount Sinai Beth Israel,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,5189,3,5134,3882,9,4,3246
03/15/2022,001172,Lincoln Medical and Mental Health Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,4654,59,4450,1633,5,3,3501
03/15/2022,001178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,New York City,Independent,4555,1,4539,3547,1,2,2726
03/15/2022,001301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,6778,71,6562,1727,11,9,5391
03/15/2022,001122,New York-Presbyterian Lawrence Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,1931,3,1899,1247,10,8,1397
03/15/2022,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6349,4,6331,4362,3,2,3809
03/15/2022,000977,Cayuga Medical Center at Ithaca,Tompkins,Central New York Regional Office,Southern Tier,Cayuga Health System,1738,1,1718,1419,2,2,1104
03/15/2022,001061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,497,0,484,348,0,0,352
03/15/2022,000718,Medina Memorial Hospital,Orleans,Western Regional Office,Finger Lakes,Independent,275,2,271,144,0,0,135
03/15/2022,001046,Winifred Masterson Burke Rehabilitation Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1008,0,1004,885,0,0,677
03/15/2022,001072,Montefiore New Rochelle Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1044,0,1029,808,1,0,672
03/15/2022,001098,St. Joseph's Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,955,0,946,674,0,0,630
03/15/2022,001124,SJRH - Dobbs Ferry Pavillion,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",161,0,158,137,2,0,58
03/15/2022,000541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,5964,11,5906,4193,13,7,4414
03/15/2022,000550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,621,0,613,455,3,2,378
03/15/2022,000412,The Unity Hospital of Rochester - St. Mary's Campus,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,54,0,54,38,0,0,54
03/15/2022,000511,NYU Winthrop Hospital,Nassau,Metropolitan Area Regional Office,Long Island,NYU Langone Health,8428,2,8385,6919,4,0,5541
03/15/2022,000245,University Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,10284,116,9817,6892,16,13,6554
03/15/2022,000280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Western New York,Independent,295,1,292,209,0,0,162
03/15/2022,000135,The University of Vermont Health Network - Champlain Valley Physicians Hospital,Clinton,Capital District Regional Office,North Country,University of Vermont Health Network,2208,1,2197,1711,11,11,1858
03/15/2022,000165,O'Connor Hospital,Delaware,Capital District Regional Office,Southern Tier,Bassett Healthcare Network,141,1,140,106,0,0,100
03/15/2022,000174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",256,0,256,175,0,0,174
03/15/2022,000267,Kenmore Mercy Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",1238,3,1225,642,0,0,979
03/15/2022,000303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network,270,0,263,254,0,1,208
03/15/2022,000118,St. Joseph's Hospital,Chemung,Western Regional Office,Southern Tier,Arnot Health,193,1,192,113,1,1,159
03/15/2022,000181,Vassar Brothers Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,2435,0,2404,1752,0,33,1804
03/15/2022,000207,Buffalo General Medical Center,Erie,Western Regional Office,Western New York,Kaleida Health,3782,19,3748,1880,3,3,1603
03/15/2022,000043,Our Lady of Lourdes Memorial Hospital Inc,Broome,Central New York Regional Office,Southern Tier,Ascension Health,4041,11,4014,2157,16,9,2447
03/15/2022,000889,University Hospital - Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,1282,0,1282,1059,2,5,1282
03/15/2022,001723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",116,0,114,51,0,0,87
03/15/2022,000990,HealthAlliance Hospital Broadway Campus,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1029,2,1021,733,0,0,726
03/15/2022,001629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,3870,6,3844,2886,0,0,1987
03/15/2022,001633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,New York City,NYC H+H,3230,28,3067,664,1,1,2438
03/15/2022,000581,Degraff Memorial Hospital,Niagara,Western Regional Office,Western New York,Kaleida Health,122,1,120,87,0,0,56
03/15/2022,000484,St. Mary's Healthcare,Montgomery,Capital District Regional Office,Mohawk Valley,Ascension Health,1334,3,1320,901,4,3,903
03/15/2022,000513,Mercy Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1816,4,1790,843,0,0,744
03/15/2022,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,806,2,799,668,0,0,475
03/15/2022,000393,Nicholas H. Noyes Memorial Hospital,Livingston,Western Regional Office,Finger Lakes,University of Rochester Medical Center,513,4,509,391,0,0,513
03/15/2022,000409,Highland Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,3109,5,3021,2180,6,3,2022
03/15/2022,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,19528,15,19405,15378,41,36,14991
03/15/2022,000482,St. Mary's Healthcare - Amsterdam Memorial Campus,Montgomery,Capital District Regional Office,Mohawk Valley,Ascension Health,208,2,206,166,1,0,138
03/15/2022,000309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network Elizabeth,83,0,73,71,0,0,60
03/15/2022,000324,Adirondack Medical Center-Saranac Lake Site,Franklin,Capital District Regional Office,North Country,Independent,950,0,948,912,2,2,659
03/15/2022,000340,United Memorial Medical Center Bank Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,85,0,85,60,0,0,70
03/15/2022,000210,Erie County Medical Center,Erie,Western Regional Office,Western New York,Independent,3264,7,3255,2146,1,1,2149
03/15/2022,000213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2550,8,2514,1193,0,0,2043
03/15/2022,000146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Capital Region,Albany Medical Center,1527,0,1524,953,0,0,1287
03/15/2022,000058,United Health Services Hospitals Inc. - Wilson Medical Center,Broome,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",3461,13,3447,2066,5,2,1869
